UDI,Type,Air temperature,Process temperature
3533,L,301.9,310.9
3534,L,302.0,311.0
3535,M,302.0,311.1
3536,H,301.9,311.0
3537,L,302.0,311.0
3538,M,302.0,311.0
3539,L,302.0,311.1
3540,L,302.0,311.0
3541,L,301.9,310.9
3542,L,301.8,310.8
3543,L,301.8,310.9
3544,L,301.8,310.9
3545,M,301.9,310.9
3546,L,301.8,310.8
3547,M,301.9,310.9
3548,M,301.9,311.0
3549,L,301.9,310.9
3550,M,301.8,310.9
3551,M,301.9,311.0
3552,L,301.9,310.9
3553,M,301.8,310.9
3554,M,301.8,310.8
3555,L,301.9,310.8
3556,L,301.8,310.7
3557,L,301.9,310.8
3558,M,301.8,310.7
3559,L,301.7,310.6
3560,M,301.7,310.7
3561,L,301.8,310.7
3562,L,301.7,310.6
3563,L,301.7,310.6
3564,M,301.8,310.7
3565,M,301.7,310.6
3566,M,301.8,310.7
3567,L,301.8,310.6
3568,L,301.8,310.5
3569,L,301.8,310.6
3570,M,301.8,310.6
3571,H,301.8,310.6
3572,M,301.7,310.6
3573,L,301.8,310.6
3574,L,301.8,310.6
3575,L,301.7,310.6
3576,L,301.7,310.5
3577,L,301.6,310.4
3578,M,301.6,310.4
3579,M,301.7,310.5
3580,L,301.8,310.6
3581,L,301.8,310.6
3582,M,301.8,310.6
3583,L,301.8,310.6
3584,L,301.8,310.7
3585,L,301.8,310.6
3586,L,301.9,310.7
3587,L,301.8,310.5
3588,H,301.8,310.5
3589,M,301.7,310.6
3590,L,301.7,310.5
3591,L,301.8,310.6
3592,M,301.7,310.5
3593,H,301.6,310.4
3594,M,301.6,310.4
3595,M,301.6,310.4
3596,L,301.6,310.4
3597,L,301.7,310.5
3598,M,301.7,310.5
3599,L,301.7,310.5
3600,H,301.7,310.5
3601,L,301.7,310.5
3602,L,301.7,310.5
3603,M,301.7,310.6
3604,L,301.7,310.7
3605,L,301.8,310.8
3606,L,301.7,310.7
3607,L,301.7,310.7
3608,L,301.6,310.7
3609,M,301.7,310.8
3610,M,301.7,310.9
3611,M,301.7,310.8
3612,L,301.7,310.9
3613,L,301.7,310.8
3614,L,301.7,310.9
3615,L,301.8,311.0
3616,M,301.8,311.1
3617,M,301.8,311.1
3618,L,301.8,311.0
3619,L,301.9,311.1
3620,L,301.9,311.2
3621,H,301.9,311.2
3622,L,301.9,311.2
3623,L,302.0,311.3
3624,M,302.0,311.3
3625,M,302.0,311.4
3626,M,302.1,311.4
3627,M,302.2,311.5
3628,L,302.2,311.5
3629,L,302.2,311.4
3630,L,302.1,311.3
3631,L,302.0,311.2
3632,M,302.1,311.4
3633,L,302.1,311.3
3634,M,302.2,311.3
3635,L,302.2,311.4
3636,M,302.1,311.2
3637,L,302.2,311.4
3638,M,302.2,311.4
3639,M,302.3,311.5
3640,L,302.4,311.6
3641,H,302.4,311.6
3642,L,302.3,311.6
3643,L,302.3,311.6
3644,L,302.3,311.6
3645,L,302.2,311.5
3646,L,302.2,311.5
3647,M,302.2,311.5
3648,L,302.2,311.5
3649,M,302.2,311.5
3650,L,302.2,311.5
3651,L,302.1,311.4
3652,L,302.1,311.5
3653,M,302.1,311.5
3654,L,302.1,311.4
3655,L,302.1,311.4
3656,L,302.1,311.4
3657,M,302.1,311.5
3658,L,302.1,311.5
3659,M,302.2,311.5
3660,M,302.2,311.5
3661,L,302.3,311.6
3662,M,302.3,311.7
3663,M,302.3,311.7
3664,M,302.3,311.7
3665,M,302.3,311.7
3666,M,302.4,311.8
3667,M,302.3,311.6
3668,L,302.3,311.6
3669,L,302.3,311.7
3670,L,302.4,311.8
3671,L,302.3,311.7
3672,M,302.3,311.7
3673,L,302.3,311.6
3674,H,302.3,311.7
3675,L,302.2,311.5
3676,M,302.1,311.5
3677,M,302.2,311.5
3678,M,302.3,311.7
3679,L,302.2,311.5
3680,L,302.2,311.5
3681,L,302.2,311.5
3682,M,302.1,311.3
3683,L,302.1,311.2
3684,M,302.0,311.2
3685,L,302.0,311.2
3686,M,301.9,311.1
3687,L,302.0,311.1
3688,M,302.0,311.2
3689,L,302.0,311.2
3690,L,302.1,311.4
3691,L,302.1,311.3
3692,L,302.1,311.2
3693,L,302.1,311.3
3694,L,302.1,311.3
3695,M,302.1,311.3
3696,L,302.2,311.3
3697,L,302.1,311.2
3698,L,302.2,311.2
3699,H,302.2,311.3
3700,L,302.2,311.2
3701,L,302.1,311.2
3702,L,302.1,311.2
3703,L,302.0,311.2
3704,M,302.0,311.2
3705,M,302.0,311.2
3706,M,302.0,311.3
3707,L,302.0,311.3
3708,M,302.1,311.3
3709,L,302.1,311.4
3710,L,302.2,311.4
3711,L,302.2,311.5
3712,L,302.2,311.5
3713,L,302.3,311.5
3714,L,302.3,311.5
3715,M,302.3,311.4
3716,M,302.4,311.4
3717,L,302.3,311.4
3718,H,302.3,311.4
3719,L,302.4,311.4
3720,L,302.4,311.5
3721,M,302.4,311.4
3722,M,302.2,311.2
3723,L,302.2,311.2
3724,L,302.3,311.2
3725,M,302.3,311.2
3726,H,302.3,311.1
3727,M,302.3,311.2
3728,L,302.3,311.2
3729,L,302.3,311.3
3730,M,302.4,311.3
3731,M,302.3,311.2
3732,M,302.2,311.2
3733,M,302.2,311.2
3734,L,302.2,311.1
3735,M,302.2,311.2
3736,M,302.2,311.1
3737,H,302.2,311.1
3738,L,302.2,311.1
3739,M,302.3,311.2
3740,M,302.2,311.2
3741,L,302.3,311.2
3742,L,302.4,311.3
3743,L,302.4,311.4
3744,L,302.5,311.4
3745,L,302.5,311.4
3746,L,302.6,311.4
3747,H,302.5,311.3
3748,L,302.5,311.1
3749,L,302.5,311.1
3750,L,302.4,311.1
3751,L,302.3,311.1
3752,L,302.4,311.1
3753,H,302.3,311.1
3754,L,302.2,311.0
3755,L,302.3,311.0
3756,L,302.3,311.0
3757,L,302.3,311.1
3758,M,302.2,311.1
3759,M,302.2,311.0
3760,L,302.3,311.0
3761,L,302.3,310.9
3762,M,302.4,311.0
3763,M,302.3,311.0
3764,L,302.3,311.0
3765,L,302.4,311.0
3766,M,302.4,311.1
3767,L,302.3,311.1
3768,L,302.3,311.1
3769,L,302.2,311.0
3770,M,302.2,311.0
3771,L,302.3,311.0
3772,M,302.3,311.0
3773,L,302.4,311.1
3774,M,302.4,311.1
3775,M,302.4,311.1
3776,H,302.5,311.1
3777,L,302.5,311.1
3778,M,302.4,311.1
3779,M,302.4,311.1
3780,L,302.3,311.0
3781,L,302.4,311.1
3782,L,302.3,310.8
3783,L,302.2,310.8
3784,H,302.2,310.8
3785,L,302.2,310.8
3786,L,302.3,310.9
3787,L,302.3,310.9
3788,L,302.3,310.8
3789,L,302.3,310.8
3790,L,302.3,310.8
3791,L,302.3,310.9
3792,L,302.3,311.0
3793,L,302.3,310.9
3794,L,302.3,310.9
3795,M,302.2,310.8
3796,M,302.1,310.8
3797,M,302.1,310.8
3798,L,302.1,310.8
3799,L,302.1,310.8
3800,L,302.2,310.9
3801,M,302.1,310.9
3802,M,302.2,310.9
3803,M,302.2,310.9
3804,L,302.2,310.9
3805,L,302.3,310.9
3806,M,302.4,311.0
3807,M,302.3,310.9
3808,M,302.3,311.0
3809,M,302.3,310.9
3810,L,302.2,310.8
3811,M,302.2,310.8
3812,M,302.1,310.7
3813,L,302.0,310.6
3814,L,302.0,310.6
3815,M,302.1,310.6
3816,L,302.2,310.7
3817,L,302.1,310.6
3818,M,302.1,310.6
3819,L,302.1,310.7
3820,L,302.2,310.7
3821,L,302.3,310.8
3822,L,302.3,310.9
3823,M,302.4,311.0
3824,M,302.3,310.9
3825,L,302.3,310.9
3826,H,302.2,310.7
3827,H,302.3,310.8
3828,M,302.4,310.9
3829,M,302.3,310.8
3830,H,302.3,310.9
3831,L,302.3,310.9
3832,M,302.3,310.9
3833,M,302.2,310.9
3834,M,302.3,311.0
3835,M,302.3,311.1
3836,M,302.3,311.1
3837,L,302.4,311.2
3838,L,302.4,311.2
3839,L,302.4,311.1
3840,M,302.3,311.0
3841,L,302.4,311.0
3842,L,302.4,311.1
3843,L,302.5,311.2
3844,L,302.5,311.2
3845,L,302.4,311.1
3846,L,302.3,311.0
3847,L,302.3,310.9
3848,M,302.3,311.0
3849,L,302.3,310.9
3850,L,302.3,311.0
3851,M,302.3,311.0
3852,H,302.2,310.9
3853,L,302.3,310.9
3854,L,302.4,311.0
3855,L,302.4,311.0
3856,H,302.4,311.1
3857,M,302.4,311.2
3858,H,302.4,311.2
3859,L,302.5,311.4
3860,L,302.6,311.5
3861,L,302.6,311.5
3862,M,302.5,311.5
3863,H,302.5,311.5
3864,L,302.5,311.4
3865,M,302.5,311.4
3866,H,302.6,311.5
3867,L,302.6,311.6
3868,M,302.7,311.6
3869,M,302.7,311.7
3870,L,302.7,311.7
3871,L,302.7,311.8
3872,M,302.7,311.8
3873,L,302.7,311.9
3874,L,302.6,311.8
3875,L,302.6,311.7
3876,L,302.6,311.8
3877,L,302.6,311.8
3878,H,302.6,311.7
3879,L,302.6,311.7
3880,M,302.6,311.7
3881,L,302.5,311.6
3882,L,302.5,311.5
3883,L,302.5,311.6
3884,M,302.4,311.4
3885,H,302.5,311.5
3886,L,302.5,311.5
3887,L,302.4,311.3
3888,L,302.4,311.2
3889,L,302.3,311.2
3890,L,302.4,311.2
3891,L,302.3,311.2
3892,L,302.2,311.1
3893,M,302.3,311.1
3894,L,302.3,311.2
3895,M,302.3,311.2
3896,M,302.3,311.2
3897,M,302.2,311.2
3898,M,302.2,311.1
3899,M,302.1,311.1
3900,M,302.1,311.0
3901,M,302.1,311.1
3902,H,302.2,311.1
3903,L,302.2,311.1
3904,H,302.2,311.1
3905,H,302.2,311.1
3906,M,302.2,311.2
3907,L,302.3,311.2
3908,M,302.3,311.2
3909,L,302.3,311.2
3910,H,302.3,311.3
3911,L,302.4,311.4
3912,M,302.3,311.3
3913,L,302.4,311.4
3914,M,302.4,311.4
3915,L,302.5,311.5
3916,L,302.5,311.5
3917,L,302.6,311.6
3918,L,302.6,311.7
3919,M,302.5,311.5
3920,H,302.5,311.5
3921,L,302.6,311.5
3922,L,302.7,311.5
3923,M,302.6,311.4
3924,M,302.6,311.4
3925,M,302.5,311.4
3926,L,302.6,311.6
3927,L,302.6,311.5
3928,H,302.7,311.5
3929,L,302.6,311.5
3930,M,302.7,311.6
3931,M,302.6,311.6
3932,M,302.7,311.7
3933,L,302.6,311.6
3934,L,302.6,311.6
3935,M,302.6,311.6
3936,M,302.6,311.6
3937,L,302.5,311.5
3938,L,302.5,311.5
3939,L,302.5,311.5
3940,L,302.5,311.6
3941,L,302.3,311.5
3942,L,302.2,311.4
3943,M,302.2,311.4
3944,L,302.3,311.4
3945,L,302.2,311.2
3946,L,302.2,311.3
3947,M,302.2,311.3
3948,H,302.2,311.3
3949,M,302.2,311.3
3950,L,302.3,311.5
3951,L,302.3,311.4
3952,M,302.3,311.4
3953,L,302.3,311.4
3954,M,302.3,311.4
3955,M,302.3,311.4
3956,L,302.3,311.5
3957,M,302.3,311.4
3958,L,302.2,311.4
3959,L,302.2,311.3
3960,M,302.2,311.4
3961,L,302.2,311.4
3962,M,302.2,311.4
3963,L,302.4,311.5
3964,H,302.3,311.5
3965,M,302.3,311.6
3966,L,302.3,311.5
3967,L,302.3,311.5
3968,M,302.3,311.4
3969,M,302.3,311.4
3970,L,302.3,311.4
3971,M,302.3,311.4
3972,H,302.2,311.4
3973,L,302.3,311.4
3974,L,302.3,311.4
3975,L,302.4,311.5
3976,H,302.4,311.5
3977,H,302.3,311.4
3978,M,302.2,311.3
3979,L,302.2,311.3
3980,L,302.3,311.3
3981,M,302.2,311.3
3982,M,302.2,311.3
3983,L,302.2,311.3
3984,L,302.2,311.3
3985,L,302.3,311.3
3986,L,302.3,311.2
3987,M,302.2,311.3
3988,M,302.3,311.3
3989,L,302.2,311.3
3990,L,302.2,311.3
3991,H,302.2,311.2
3992,L,302.3,311.3
3993,L,302.3,311.3
3994,L,302.3,311.3
3995,L,302.3,311.4
3996,L,302.3,311.3
3997,M,302.3,311.3
3998,L,302.2,311.1
3999,L,302.1,311.0
4000,L,302.0,311.0
4001,L,302.1,311.2
4002,H,302.1,311.2
4003,L,302.1,311.2
4004,L,302.1,311.2
4005,L,302.0,311.1
4006,M,302.0,311.1
4007,L,302.1,311.2
4008,L,302.1,311.2
4009,M,302.2,311.2
4010,L,302.2,311.2
4011,M,302.1,311.1
4012,L,302.2,311.1
4013,M,302.2,311.2
4014,M,302.2,311.1
4015,L,302.1,311.0
4016,L,302.1,310.9
4017,L,302.1,310.9
4018,L,302.0,310.8
4019,M,302.0,310.8
4020,M,302.0,310.9
4021,L,302.1,311.0
4022,H,302.1,310.9
4023,L,302.1,310.9
4024,L,302.1,311.0
4025,M,302.1,311.0
4026,H,302.1,311.0
4027,M,302.1,311.0
4028,L,302.0,311.0
4029,L,302.0,310.9
4030,H,302.0,310.9
4031,L,302.0,310.8
4032,L,302.0,310.8
4033,L,302.0,310.8
4034,L,302.1,310.8
4035,L,302.0,310.8
4036,L,302.0,310.8
4037,L,302.0,310.8
4038,M,302.0,310.8
4039,L,302.0,310.9
4040,L,301.9,310.8
4041,L,302.0,310.8
4042,L,302.0,310.9
4043,L,302.0,310.9
4044,M,302.0,310.8
4045,M,301.9,310.9
4046,M,301.8,310.9
4047,M,301.9,310.9
4048,L,301.9,311.0
4049,L,301.9,311.0
4050,L,301.8,310.8
4051,L,301.8,310.8
4052,L,301.8,310.8
4053,M,301.9,310.8
4054,M,301.9,310.9
4055,M,301.9,310.9
4056,L,302.0,311.0
4057,L,301.9,310.9
4058,L,302.0,310.9
4059,M,302.0,310.9
4060,L,301.9,310.8
4061,M,302.0,310.9
4062,L,301.9,310.8
4063,L,302.0,310.9
4064,L,302.0,310.8
4065,L,301.9,310.7
4066,M,301.9,310.7
4067,M,301.9,310.7
4068,L,301.9,310.7
4069,L,301.9,310.7
4070,M,301.9,310.7
4071,L,302.0,310.7
4072,L,301.9,310.6
4073,L,301.9,310.6
4074,M,301.9,310.6
4075,L,302.0,310.7
4076,L,302.0,310.6
4077,M,302.0,310.6
4078,L,302.0,310.5
4079,H,302.1,310.7
4080,L,302.0,310.5
4081,L,302.0,310.4
4082,L,302.0,310.4
4083,L,302.0,310.4
4084,M,302.0,310.4
4085,L,302.0,310.4
4086,H,302.0,310.5
4087,L,302.0,310.5
4088,L,301.9,310.4
4089,L,301.9,310.5
4090,M,301.9,310.5
4091,L,302.0,310.5
4092,M,302.0,310.4
4093,H,302.0,310.5
4094,M,302.0,310.5
4095,L,302.0,310.5
4096,H,302.0,310.5
4097,L,301.9,310.4
4098,L,301.9,310.4
4099,L,302.0,310.3
4100,L,302.0,310.4
4101,L,302.0,310.4
4102,L,301.9,310.4
4103,L,302.0,310.4
4104,L,302.0,310.4
4105,L,302.1,310.5
4106,L,302.0,310.6
4107,L,301.9,310.5
4108,L,302.0,310.5
4109,L,301.9,310.5
4110,M,301.9,310.6
4111,L,302.0,310.6
4112,M,302.0,310.6
4113,H,301.9,310.5
4114,L,302.0,310.6
4115,L,302.0,310.6
4116,H,302.0,310.6
4117,M,302.0,310.5
4118,L,301.9,310.5
4119,L,302.0,310.6
4120,L,302.1,310.7
4121,M,302.1,310.7
4122,M,302.1,310.7
4123,L,302.2,310.6
4124,M,302.1,310.6
4125,L,302.1,310.6
4126,L,302.1,310.6
4127,M,302.0,310.6
4128,H,302.0,310.6
4129,L,301.9,310.4
4130,M,301.8,310.3
4131,L,301.9,310.4
4132,L,301.9,310.3
4133,M,301.8,310.3
4134,L,301.8,310.3
4135,L,301.8,310.3
4136,M,301.7,310.3
4137,L,301.7,310.1
4138,L,301.7,310.1
4139,L,301.7,310.2
4140,H,301.7,310.2
4141,L,301.7,310.2
4142,H,301.7,310.1
4143,L,301.7,310.1
4144,L,301.7,310.1
4145,L,301.8,310.1
4146,M,301.8,310.3
4147,L,301.8,310.3
4148,L,301.9,310.3
4149,L,301.9,310.3
4150,L,301.9,310.4
4151,L,301.9,310.4
4152,M,301.9,310.4
4153,M,302.0,310.5
4154,M,302.0,310.4
4155,M,302.0,310.4
4156,L,302.0,310.5
4157,M,302.0,310.5
4158,L,302.0,310.5
4159,L,301.9,310.4
4160,M,302.0,310.5
4161,M,302.0,310.4
4162,H,301.9,310.3
4163,L,302.0,310.4
4164,L,302.1,310.5
4165,L,302.2,310.6
4166,M,302.2,310.5
4167,H,302.3,310.6
4168,M,302.3,310.7
4169,L,302.2,310.6
4170,L,302.1,310.5
4171,M,302.2,310.6
4172,M,302.2,310.5
4173,L,302.2,310.6
4174,M,302.2,310.6
4175,L,302.3,310.7
4176,L,302.3,310.7
4177,M,302.3,310.7
4178,L,302.5,310.9
4179,L,302.5,310.9
4180,L,302.4,310.9
4181,L,302.4,310.8
4182,M,302.4,310.7
4183,L,302.4,310.7
4184,L,302.3,310.7
4185,L,302.2,310.6
4186,L,302.2,310.6
4187,M,302.2,310.6
4188,M,302.2,310.7
4189,M,302.3,310.8
4190,L,302.4,310.9
4191,H,302.4,310.9
4192,L,302.4,311.0
4193,M,302.5,311.0
4194,L,302.4,311.1
4195,L,302.4,311.0
4196,L,302.5,311.0
4197,M,302.5,311.0
4198,L,302.4,311.0
4199,M,302.4,311.1
4200,M,302.5,311.1
4201,L,302.5,311.1
4202,L,302.4,311.0
4203,L,302.4,311.0
4204,M,302.3,310.9
4205,M,302.3,310.9
4206,L,302.3,310.8
4207,M,302.3,310.8
4208,M,302.3,310.9
4209,M,302.3,310.9
4210,M,302.2,310.8
4211,L,302.1,310.8
4212,L,302.1,310.7
4213,M,302.0,310.6
4214,L,302.1,310.7
4215,L,301.9,310.6
4216,M,302.0,310.7
4217,L,301.9,310.7
4218,L,301.9,310.6
4219,M,302.0,310.6
4220,L,301.9,310.7
4221,M,301.9,310.6
4222,L,301.9,310.6
4223,M,302.0,310.6
4224,L,302.0,310.7
4225,L,302.0,310.7
4226,L,302.1,310.7
4227,L,302.1,310.8
4228,L,302.2,310.8
4229,L,302.2,310.8
4230,M,302.2,310.8
4231,L,302.2,310.8
4232,L,302.2,310.8
4233,L,302.2,310.9
4234,M,302.2,310.9
4235,H,302.2,310.9
4236,L,302.2,310.8
4237,L,302.2,310.9
4238,L,302.2,311.0
4239,M,302.3,311.0
4240,L,302.3,311.0
4241,L,302.4,311.1
4242,L,302.4,311.0
4243,L,302.4,311.0
4244,M,302.4,310.9
4245,L,302.4,310.9
4246,M,302.6,311.1
4247,L,302.6,311.0
4248,L,302.6,311.0
4249,L,302.6,311.0
4250,L,302.5,310.9
4251,L,302.6,311.0
4252,H,302.5,310.9
4253,H,302.6,311.0
4254,M,302.6,311.0
4255,L,302.6,311.0
4256,M,302.5,311.0
4257,M,302.6,311.0
4258,M,302.6,311.0
4259,M,302.7,311.1
4260,L,302.7,311.2
4261,H,302.7,311.1
4262,L,302.7,311.1
4263,L,302.6,311.0
4264,L,302.6,311.0
4265,M,302.6,311.0
4266,L,302.6,311.0
4267,L,302.7,311.1
4268,L,302.6,311.0
4269,L,302.7,311.0
4270,L,302.6,311.0
4271,L,302.6,310.9
4272,L,302.6,310.8
4273,L,302.5,310.8
4274,L,302.6,310.8
4275,L,302.4,310.6
4276,M,302.4,310.5
4277,M,302.2,310.4
4278,L,302.2,310.4
4279,L,302.0,310.1
4280,L,302.0,310.1
4281,L,302.1,310.1
4282,L,302.0,310.0
4283,L,301.9,309.9
4284,M,301.8,309.9
4285,L,301.8,310.0
4286,L,301.7,309.9
4287,M,301.7,309.9
4288,M,301.7,309.9
4289,M,301.7,310.0
4290,M,301.8,310.0
4291,L,301.8,310.0
4292,L,301.8,310.0
4293,M,301.8,310.1
4294,L,301.8,310.0
4295,M,301.7,310.1
4296,L,301.8,310.2
4297,L,301.8,310.2
4298,M,301.8,310.2
4299,M,301.8,310.2
4300,L,301.7,310.1
4301,M,301.7,310.1
4302,L,301.7,310.2
4303,L,301.7,310.1
4304,L,301.7,310.2
4305,L,301.6,310.1
4306,L,301.6,310.1
4307,L,301.6,310.0
4308,L,301.4,309.9
4309,H,301.4,309.9
4310,M,301.3,309.9
4311,L,301.4,310.0
4312,M,301.5,310.1
4313,L,301.5,310.1
4314,L,301.4,310.1
4315,H,301.4,310.1
4316,M,301.4,310.0
4317,L,301.5,310.1
4318,M,301.5,310.0
4319,L,301.5,310.1
4320,M,301.6,310.2
4321,L,301.7,310.3
4322,L,301.7,310.2
4323,M,301.7,310.1
4324,L,301.8,310.3
4325,L,301.7,310.2
4326,L,301.6,310.2
4327,L,301.6,310.1
4328,H,301.7,310.1
4329,L,301.6,310.1
4330,L,301.6,310.0
4331,L,301.5,309.8
4332,M,301.6,309.9
4333,M,301.7,309.9
4334,L,301.6,309.8
4335,L,301.6,309.8
4336,L,301.7,309.9
4337,H,301.6,309.9
4338,L,301.6,309.9
4339,L,301.6,309.9
4340,L,301.7,309.9
4341,M,301.7,309.9
4342,L,301.7,309.8
4343,M,301.7,309.8
4344,L,301.7,309.8
4345,H,301.8,309.9
4346,M,301.8,309.8
4347,L,301.8,309.7
4348,H,301.9,309.8
4349,L,301.9,309.8
4350,L,301.9,309.7
4351,M,301.9,309.7
4352,L,301.8,309.6
4353,L,301.9,309.7
4354,M,302.0,309.7
4355,L,302.0,309.8
4356,H,302.0,309.8
4357,L,302.0,309.8
4358,L,302.0,309.9
4359,H,302.0,309.9
4360,M,302.1,310.0
4361,L,302.1,310.1
4362,M,302.1,310.1
4363,L,302.1,310.1
4364,H,302.1,310.1
4365,H,302.1,310.1
4366,L,302.0,310.0
4367,L,302.0,309.9
4368,H,302.0,309.9
4369,L,302.0,310.0
4370,H,302.0,309.9
4371,L,302.0,309.9
4372,L,302.0,309.8
4373,M,301.9,309.6
4374,M,301.9,309.7
4375,L,302.0,309.7
4376,L,302.0,309.7
4377,M,301.9,309.6
4378,M,301.8,309.6
4379,M,301.9,309.6
4380,M,301.8,309.5
4381,L,301.9,309.6
4382,L,301.9,309.6
4383,L,301.8,309.5
4384,L,301.7,309.5
4385,L,301.8,309.6
4386,L,301.8,309.7
4387,L,301.9,309.7
4388,L,302.0,309.8
4389,L,302.0,309.8
4390,M,302.1,310.0
4391,M,302.2,310.1
4392,M,302.2,310.1
4393,L,302.2,310.1
4394,M,302.2,310.1
4395,L,302.2,310.0
4396,L,302.3,310.1
4397,H,302.3,310.1
4398,L,302.4,310.2
4399,M,302.3,310.1
4400,L,302.3,310.1
4401,L,302.3,310.1
4402,H,302.2,310.0
4403,H,302.3,310.2
4404,L,302.3,310.1
4405,M,302.4,310.2
4406,L,302.4,310.2
4407,L,302.5,310.3
4408,L,302.3,310.2
4409,L,302.4,310.1
4410,M,302.4,310.1
4411,L,302.5,310.2
4412,L,302.5,310.3
4413,L,302.6,310.5
4414,M,302.7,310.5
4415,L,302.7,310.5
4416,L,302.6,310.4
4417,M,302.6,310.4
4418,L,302.6,310.4
4419,L,302.6,310.3
4420,M,302.6,310.2
4421,H,302.6,310.2
4422,L,302.6,310.2
4423,M,302.6,310.2
4424,M,302.6,310.2
4425,M,302.6,310.2
4426,L,302.5,310.2
4427,L,302.6,310.3
4428,M,302.4,310.1
4429,L,302.4,310.1
4430,M,302.3,310.1
4431,H,302.3,310.1
4432,H,302.3,310.2
4433,L,302.4,310.2
4434,H,302.4,310.2
4435,L,302.4,310.1
4436,L,302.3,310.1
4437,M,302.4,310.1
4438,L,302.4,310.2
4439,L,302.4,310.1
4440,M,302.4,310.2
4441,L,302.5,310.3
4442,L,302.5,310.2
4443,L,302.5,310.2
4444,L,302.5,310.3
4445,L,302.4,310.2
4446,L,302.5,310.2
4447,L,302.5,310.3
4448,M,302.5,310.3
4449,L,302.4,310.3
4450,M,302.4,310.3
4451,L,302.5,310.3
4452,L,302.5,310.3
4453,M,302.5,310.3
4454,L,302.4,310.2
4455,L,302.4,310.1
4456,H,302.4,310.1
4457,L,302.3,310.1
4458,M,302.5,310.3
4459,L,302.6,310.4
4460,L,302.6,310.4
4461,L,302.6,310.5
4462,L,302.7,310.5
4463,L,302.7,310.5
4464,L,302.8,310.6
4465,L,302.8,310.6
4466,L,302.8,310.6
4467,L,302.8,310.6
4468,L,302.8,310.6
4469,L,302.7,310.5
4470,L,302.7,310.5
4471,L,302.7,310.6
4472,L,302.8,310.6
4473,L,302.7,310.6
4474,L,302.7,310.5
4475,L,302.7,310.5
4476,L,302.7,310.5
4477,L,302.6,310.4
4478,L,302.6,310.3
4479,L,302.5,310.2
4480,L,302.6,310.2
4481,H,302.7,310.4
4482,M,302.6,310.4
4483,H,302.7,310.5
4484,L,302.7,310.4
4485,M,302.6,310.4
4486,L,302.7,310.4
4487,M,302.6,310.5
4488,L,302.5,310.5
4489,M,302.5,310.4
4490,L,302.5,310.4
4491,L,302.5,310.4
4492,H,302.6,310.4
4493,M,302.6,310.5
4494,L,302.7,310.5
4495,H,302.6,310.4
4496,L,302.6,310.4
4497,M,302.5,310.4
4498,L,302.5,310.3
4499,H,302.6,310.4
4500,H,302.6,310.3
4501,L,302.6,310.4
4502,L,302.5,310.2
4503,L,302.4,310.2
4504,M,302.5,310.2
4505,L,302.4,310.1
4506,L,302.4,310.1
4507,M,302.4,310.1
4508,L,302.4,310.1
4509,L,302.4,310.0
4510,L,302.4,310.1
4511,L,302.4,310.2
4512,L,302.5,310.2
4513,M,302.5,310.3
4514,L,302.4,310.3
4515,L,302.4,310.3
4516,L,302.5,310.4
4517,L,302.5,310.3
4518,L,302.4,310.3
4519,L,302.4,310.3
4520,L,302.4,310.4
4521,L,302.4,310.4
4522,L,302.4,310.4
4523,M,302.5,310.5
4524,L,302.5,310.4
4525,M,302.5,310.5
4526,M,302.4,310.4
4527,L,302.4,310.4
4528,M,302.4,310.5
4529,L,302.5,310.5
4530,M,302.4,310.4
4531,L,302.5,310.4
4532,L,302.5,310.5
4533,H,302.5,310.4
4534,M,302.4,310.3
4535,L,302.4,310.2
4536,L,302.4,310.2
4537,L,302.4,310.2
4538,L,302.3,310.2
4539,L,302.4,310.3
4540,L,302.5,310.3
4541,M,302.5,310.4
4542,L,302.5,310.4
4543,M,302.5,310.4
4544,M,302.6,310.5
4545,L,302.5,310.4
4546,L,302.5,310.5
4547,M,302.5,310.4
4548,M,302.5,310.4
4549,L,302.6,310.5
4550,L,302.6,310.6
4551,M,302.5,310.5
4552,M,302.6,310.5
4553,M,302.7,310.5
4554,L,302.6,310.5
4555,L,302.6,310.5
4556,L,302.7,310.6
4557,M,302.7,310.6
4558,L,302.7,310.6
4559,L,302.7,310.7
4560,L,302.7,310.7
4561,L,302.7,310.7
4562,L,302.9,310.8
4563,L,302.7,310.7
4564,L,302.7,310.7
4565,L,302.8,310.8
4566,H,302.7,310.8
4567,L,302.8,310.8
4568,M,302.8,310.8
4569,M,302.7,310.8
4570,L,302.8,310.9
4571,L,302.8,310.9
4572,L,302.8,310.9
4573,M,302.9,311.0
4574,H,302.8,311.0
4575,M,302.9,311.0
4576,M,302.9,311.0
4577,M,302.9,311.1
4578,L,303.0,311.2
4579,L,303.0,311.2
4580,L,303.0,311.2
4581,L,303.0,311.2
4582,L,303.0,311.2
4583,L,302.9,311.2
4584,M,302.9,311.2
4585,L,302.8,311.1
4586,L,302.8,311.1
4587,L,302.7,310.9
4588,M,302.8,311.0
4589,L,302.8,311.0
4590,L,302.8,311.1
4591,L,302.8,311.1
4592,H,302.9,311.2
4593,L,302.9,311.1
4594,L,303.0,311.2
4595,M,303.0,311.2
4596,M,303.0,311.2
4597,L,303.0,311.2
4598,M,303.0,311.1
4599,L,303.1,311.2
4600,L,303.1,311.1
4601,L,303.0,311.0
4602,M,303.0,311.1
4603,M,303.0,311.0
4604,H,302.9,311.0
4605,L,302.9,311.0
4606,H,302.9,311.0
4607,L,302.9,311.1
