index,cld,dtr,frs,pet,pre,tmn,tmp,tmx,vap,wet
3014,72.4,5.8,1.91,1.8,10.0,7.1,10.0,12.9,8.5,5.03
3015,72.4,5.8,1.91,1.8,10.0,7.1,10.0,12.9,8.5,5.03
3016,72.4,5.8,1.91,1.8,10.0,7.1,10.0,12.9,8.5,5.03
3017,72.4,5.8,1.91,1.8,10.0,7.1,10.0,12.9,8.5,5.03
3018,72.4,5.8,1.91,1.8,10.0,7.1,10.0,12.9,8.5,5.03
3019,72.4,5.8,1.91,1.8,10.0,7.1,10.0,12.9,8.5,5.03
3020,72.4,5.8,1.91,1.8,10.0,7.1,10.0,12.9,8.5,5.03
3021,72.4,5.8,1.91,1.8,10.0,7.1,10.0,12.9,8.5,5.03
3022,28.6,13.4,1.21,1.7,3.3,7.7,14.4,21.1,11.5,0.72
3023,22.7,13.2,0.01,1.9,2.5,9.8,16.4,23.0,12.6,0.54
3024,30.9,13.4,1.31,1.7,3.9,7.6,14.3,21.0,11.1,0.67
3025,84.6,4.5,6.71,1.4,18.1,4.4,6.6,8.9,6.6,10.18
3026,84.6,4.5,6.71,1.4,18.1,4.4,6.6,8.9,6.6,10.18
3027,84.6,4.5,6.71,1.4,18.1,4.4,6.6,8.9,6.6,10.18
3028,84.6,4.5,6.71,1.4,18.1,4.4,6.6,8.9,6.6,10.18
3029,84.6,4.5,6.71,1.4,18.1,4.4,6.6,8.9,6.6,10.18
3030,34.0,12.6,1.11,1.7,5.7,7.8,14.1,20.4,12.2,0.48
3031,68.6,5.5,21.02,1.3,38.2,-1.2,1.6,4.4,4.0,12.02
3032,64.7,6.2,23.91,1.4,39.2,-2.8,0.3,3.4,3.4,11.12
3033,67.3,7.3,5.64,1.9,10.3,4.9,8.5,12.2,7.0,5.23
3034,79.5,4.2,16.06,1.3,39.0,0.7,2.8,4.9,4.6,10.54
3035,72.4,5.8,1.91,1.8,10.0,7.1,10.0,12.9,8.5,5.03
3036,78.6,5.6,10.78,1.5,25.6,2.7,5.5,8.3,5.2,8.17
3037,78.4,6.5,11.04,1.5,23.9,2.6,5.8,9.1,5.6,7.88
3038,71.6,6.0,4.45,1.4,140.1,5.5,8.5,11.5,7.8,18.11
3039,58.6,8.9,2.6,1.9,32.7,6.6,11.0,15.5,9.2,14.12
3040,65.5,7.8,1.66,1.8,28.1,7.3,11.2,15.1,9.2,12.31
3041,66.5,6.6,2.31,1.7,30.1,6.8,10.1,13.4,8.6,6.13
3042,74.0,5.4,6.71,1.6,31.8,4.4,7.1,9.8,6.6,9.06
3043,76.6,4.7,4.45,1.6,31.8,5.5,7.8,10.2,7.0,9.03
3044,79.4,4.7,3.91,1.5,18.6,5.8,8.1,10.5,7.3,9.05
3045,81.8,4.4,3.56,1.5,18.3,6.0,8.2,10.4,7.5,8.62
3046,86.3,3.4,1.91,1.4,17.9,7.1,8.8,10.5,8.1,8.27
3047,85.9,3.4,2.75,1.5,15.1,6.5,8.2,9.9,7.4,8.11
3048,88.5,3.8,1.66,1.5,15.6,7.3,9.2,11.1,7.8,8.15
3049,90.3,4.0,1.31,1.5,17.7,7.6,9.6,11.6,7.9,7.9
3050,90.6,3.8,0.83,1.5,16.3,8.1,10.0,11.9,8.3,9.06
3051,83.7,3.9,1.91,1.4,15.8,7.1,9.0,11.0,7.9,9.49
3052,85.0,4.0,2.6,1.4,13.8,6.6,8.6,10.6,7.7,8.62
3053,81.5,3.8,3.06,1.5,15.3,6.3,8.2,10.1,7.3,8.5
3054,56.1,7.8,0.74,1.8,33.2,8.2,12.1,16.0,10.4,16.14
3055,62.7,6.8,1.11,1.8,32.9,7.8,11.2,14.6,9.5,13.37
3056,72.2,4.9,0.0,1.8,39.6,10.1,12.5,15.0,10.2,10.19
3057,78.3,3.9,0.0,1.9,38.5,11.8,13.7,15.7,10.2,9.98
3058,79.0,3.7,0.0,1.8,31.1,10.6,12.4,14.3,9.3,8.88
3059,81.4,3.8,0.0,1.7,22.2,10.1,12.0,13.9,9.4,8.86
3060,84.8,3.7,0.01,1.6,18.0,9.8,11.6,13.5,9.5,8.37
3061,86.3,3.6,0.74,1.5,16.3,8.2,10.0,11.8,8.7,8.57
3062,87.8,3.7,0.52,1.5,15.3,8.5,10.3,12.2,8.9,8.08
3063,88.6,3.8,0.52,1.5,16.7,8.5,10.4,12.3,8.9,8.3
3064,89.1,3.9,0.39,1.5,15.5,8.7,10.6,12.6,8.9,8.06
3065,87.1,3.9,0.45,1.5,16.4,8.6,10.5,12.5,8.9,8.77
3066,88.9,4.4,1.66,1.4,15.7,7.3,9.5,11.7,8.5,2.6
3067,86.2,4.5,1.78,1.4,14.0,7.2,9.4,11.7,8.5,7.62
3068,82.2,4.3,2.04,1.5,13.7,7.0,9.1,11.3,8.3,7.04
3069,58.7,7.6,0.0,1.9,40.4,10.5,14.3,18.1,12.1,17.87
3070,64.1,6.5,0.0,2.0,40.7,11.7,14.9,18.2,12.1,14.75
3071,71.1,5.0,0.0,1.9,35.1,12.1,14.6,17.1,11.3,12.4
3072,78.8,4.1,0.0,2.0,31.8,12.5,14.5,16.6,10.2,11.15
3073,77.9,3.7,0.0,2.0,29.1,14.4,16.2,18.1,11.8,9.27
3074,81.4,3.6,0.0,1.8,20.9,13.2,15.0,16.8,11.6,8.34
3075,84.8,3.2,0.0,1.7,16.1,11.9,13.5,15.1,10.8,8.66
3076,86.3,3.3,0.0,1.6,14.4,10.4,12.0,13.7,9.9,8.61
3077,87.8,3.6,0.28,1.5,14.5,8.9,10.7,12.5,9.1,8.62
3078,87.2,4.3,0.23,1.5,14.9,9.0,11.1,13.3,9.6,8.17
3079,86.4,4.0,0.15,1.5,14.6,9.2,11.2,13.2,9.7,7.82
3080,85.2,4.2,0.39,1.5,15.0,8.7,10.8,12.9,9.5,8.41
3081,86.7,4.2,1.31,1.4,13.1,7.6,9.7,11.8,9.1,8.16
3082,84.6,4.4,1.54,1.4,12.1,7.4,9.6,11.8,9.0,6.53
3083,82.3,4.4,1.78,1.4,12.4,7.2,9.4,11.6,8.8,5.68
3084,62.3,6.8,0.0,2.0,41.0,11.5,14.9,18.3,12.3,14.82
3085,73.5,5.6,0.0,2.0,35.8,12.4,15.2,18.0,11.9,13.14
3086,77.4,4.6,0.0,2.0,31.9,13.2,15.5,17.8,11.1,11.63
3087,76.3,3.9,0.0,2.0,23.5,11.2,13.1,15.1,9.2,12.64
3088,79.7,3.4,0.0,1.9,18.8,13.7,15.4,17.1,11.7,9.39
3089,83.4,3.0,0.0,1.8,15.7,13.6,15.1,16.6,11.9,8.89
3090,86.1,3.0,0.0,1.7,14.2,12.1,13.6,15.1,11.1,8.78
3091,86.2,3.3,0.0,1.6,13.1,10.3,11.9,13.6,10.1,8.51
3092,86.3,3.8,0.06,1.6,14.0,9.5,11.4,13.3,9.9,7.56
3093,82.5,4.2,0.23,1.6,13.2,9.0,11.1,13.2,9.8,6.98
3094,85.6,4.1,0.45,1.5,13.3,8.6,10.6,12.7,9.5,7.53
3095,85.6,4.1,0.59,1.4,11.3,8.4,10.4,12.5,9.8,7.18
3096,84.9,4.9,0.52,1.4,12.5,8.5,10.9,13.4,10.3,6.63
3097,83.6,5.0,0.59,1.5,15.8,8.4,10.9,13.4,10.1,4.96
3098,66.9,6.5,0.0,2.1,32.2,12.7,15.9,19.2,12.7,12.45
3099,72.6,5.6,0.0,2.0,28.1,12.8,15.6,18.4,12.3,10.91
3100,73.7,4.2,0.0,2.0,25.0,12.7,14.8,16.9,10.9,12.64
3101,77.9,3.7,0.0,2.0,20.6,13.1,14.9,16.8,11.2,11.21
3102,82.0,2.8,0.0,1.9,13.5,14.0,15.4,16.8,12.2,9.4
3103,82.7,2.5,0.0,1.8,12.4,13.5,14.7,16.0,11.9,9.17
3104,85.9,2.8,0.0,1.7,12.1,12.1,13.5,14.9,11.4,7.06
3105,81.6,3.4,0.0,1.6,11.9,10.9,12.6,14.3,10.9,6.46
3106,81.6,3.8,0.0,1.6,13.3,10.2,12.1,14.0,10.5,7.51
3107,72.0,4.2,0.0,2.0,24.4,12.2,14.3,16.4,11.1,12.32
3108,73.0,3.5,0.0,2.0,19.8,12.7,14.4,16.2,11.3,10.27
3109,78.8,2.6,0.0,1.8,10.3,13.2,14.5,15.8,11.9,9.14
3110,82.7,2.8,0.0,1.7,10.9,12.6,14.0,15.4,11.8,6.15
3111,79.0,3.3,0.0,1.8,13.2,12.3,13.9,15.6,11.9,6.09
3112,65.0,4.7,0.0,2.2,32.3,13.7,16.0,18.4,12.5,13.18
3113,67.8,4.5,0.0,2.1,27.7,13.4,15.6,17.9,12.2,9.91
3114,71.7,3.8,0.0,2.0,14.8,13.3,15.2,17.1,12.5,8.29
3115,77.0,3.9,0.0,1.9,13.9,13.0,14.9,16.9,12.5,5.4
3116,61.4,6.8,0.0,2.2,29.6,12.2,15.6,19.0,12.6,11.12
3117,62.0,6.1,0.0,2.2,31.4,13.4,16.4,19.5,13.1,8.44
3118,65.8,5.1,0.0,2.2,21.5,14.2,16.7,19.3,13.4,7.27
3119,51.8,8.4,0.0,2.2,21.0,10.6,14.8,19.0,12.9,10.16
3120,55.8,7.9,0.0,2.3,30.4,12.6,16.5,20.5,13.3,8.74
3121,56.4,7.4,0.0,2.3,33.1,13.3,17.0,20.7,13.8,6.96
3122,59.8,6.5,0.0,2.3,27.9,13.9,17.1,20.4,13.9,5.26
3123,72.7,5.4,0.0,2.0,32.2,12.8,15.5,18.2,13.7,5.31
3124,73.5,5.9,0.0,1.9,23.7,11.2,14.1,17.1,12.7,7.01
3125,51.6,8.6,0.0,2.5,32.6,12.7,17.0,21.3,13.7,5.43
3126,71.5,5.5,0.0,2.1,46.5,13.1,15.8,18.6,13.8,5.71
3127,72.0,5.7,0.0,2.0,39.0,12.1,14.9,17.8,13.1,7.67
3128,48.3,9.0,0.0,2.6,31.7,13.0,17.5,22.0,14.0,3.4
3129,43.2,10.0,0.0,2.6,30.2,11.6,16.6,21.6,14.2,2.6
3130,48.1,8.5,0.0,2.6,31.5,12.9,17.1,21.4,14.0,2.16
3131,45.8,9.0,0.0,2.6,24.1,12.3,16.8,21.3,14.2,1.47
3132,48.6,6.9,0.0,2.6,44.5,14.5,17.9,21.4,15.3,1.64
3133,47.2,7.5,0.0,2.5,34.3,13.2,16.9,20.7,15.0,1.56
3134,50.4,4.7,0.0,2.4,83.2,15.7,18.0,20.4,16.7,2.08
3135,48.8,6.9,0.0,2.4,52.8,13.2,16.6,20.1,15.2,2.41
3136,53.1,5.4,0.0,2.4,83.1,15.2,17.9,20.6,16.4,3.23
3137,49.4,8.4,0.0,2.4,35.2,11.5,15.7,19.9,14.8,2.63
3138,51.1,6.7,0.0,2.4,65.1,13.8,17.1,20.5,16.1,3.72
3139,53.1,5.0,0.0,2.6,78.2,17.1,19.6,22.1,17.8,3.55
3140,49.1,7.6,0.0,2.4,44.3,12.7,16.5,20.3,16.0,3.5
3141,51.9,6.0,0.0,2.4,66.7,15.1,18.1,21.1,17.6,4.34
3142,54.2,4.6,0.0,2.6,76.6,18.0,20.3,22.6,19.0,4.77
3143,48.1,7.8,0.0,2.5,33.2,13.8,17.7,21.6,17.1,3.02
3144,51.1,6.8,0.0,2.4,49.0,13.8,17.2,20.6,16.9,4.44
3145,52.8,5.2,0.0,2.6,62.8,16.7,19.3,21.9,18.4,4.71
3146,48.3,8.0,0.0,2.7,29.8,15.1,19.1,23.1,18.4,2.84
3147,50.2,7.0,0.0,2.5,40.8,14.7,18.2,21.7,17.9,4.34
3148,53.0,5.4,0.0,2.6,54.6,17.0,19.7,22.4,19.0,4.66
3149,47.2,7.8,0.0,2.9,29.1,17.2,21.1,25.0,20.3,2.99
3150,49.2,6.6,0.0,2.7,40.4,17.1,20.4,23.7,19.9,3.95
3151,51.2,5.6,0.0,2.6,46.0,17.3,20.1,22.9,20.0,4.7
3152,48.2,7.8,0.0,3.1,28.6,18.8,22.7,26.6,21.5,2.86
3153,51.1,7.0,0.0,2.8,35.5,17.2,20.7,24.2,20.4,4.64
3154,51.8,5.7,0.0,2.8,42.0,18.3,21.1,24.0,20.9,4.8
3155,53.7,4.7,0.0,2.9,48.0,19.9,22.2,24.6,21.2,4.8
3156,50.3,8.0,0.0,3.1,25.3,18.3,22.3,26.3,21.2,3.99
3157,51.6,7.1,0.0,2.8,33.0,17.6,21.1,24.7,20.8,5.0
3158,53.2,6.3,0.0,2.7,38.0,17.8,20.9,24.1,20.8,5.6
3159,54.8,5.2,0.0,2.9,46.0,19.5,22.1,24.7,21.3,5.6
3160,51.1,9.1,0.0,3.2,15.7,18.0,22.5,27.1,21.3,4.02
3161,52.4,8.3,0.0,2.9,24.0,17.2,21.3,25.5,20.7,5.1
3162,53.7,7.7,0.0,2.7,29.0,16.3,20.1,24.0,20.0,5.9
3163,55.0,7.0,0.0,2.6,34.0,16.1,19.6,23.1,19.7,6.7
3164,53.0,9.5,0.0,3.5,12.0,20.3,25.0,29.8,23.1,3.59
3165,54.5,8.6,0.0,3.3,19.0,19.7,24.0,28.3,22.4,4.2
3166,55.7,8.1,0.0,3.0,25.0,17.7,21.7,25.8,20.9,5.9
3167,57.0,7.5,0.0,2.7,32.0,16.5,20.2,24.0,20.1,6.7
3168,56.8,6.5,0.0,2.8,41.0,18.1,21.3,24.6,21.3,6.8
3169,53.8,9.7,0.0,3.7,11.0,21.1,25.9,30.8,24.0,3.8
3170,56.8,9.4,0.0,3.5,14.0,20.7,25.4,30.1,23.4,4.4
3171,60.4,8.0,0.0,3.3,23.0,20.8,24.8,28.8,23.0,5.2
3172,59.4,7.3,0.0,3.0,31.0,19.2,22.8,26.5,21.8,6.3
3173,59.1,6.3,0.0,3.1,42.0,20.4,23.5,26.7,22.7,6.8
3174,59.8,5.7,0.0,3.0,51.0,20.8,23.6,26.5,23.1,6.9
3175,50.0,8.7,0.0,3.8,26.0,22.2,26.5,30.9,25.3,3.94
3176,54.3,8.9,0.0,3.7,23.0,22.0,26.4,30.9,24.8,4.4
3177,58.9,9.1,0.0,3.6,21.0,21.7,26.2,30.8,24.2,5.0
3178,62.0,8.8,0.0,3.5,21.0,21.5,25.9,30.3,23.7,5.6
3179,62.0,6.7,0.0,3.3,31.0,21.7,25.0,28.4,23.4,6.2
3180,62.7,5.9,0.0,3.2,42.0,21.9,24.8,27.8,23.7,6.9
3181,52.7,8.0,0.0,3.7,44.1,22.6,26.6,30.6,25.7,5.25
3182,54.6,8.0,0.0,3.7,40.9,22.6,26.6,30.6,25.4,5.59
3183,58.0,7.9,0.0,3.6,39.0,22.5,26.4,30.4,25.1,6.0
3184,61.3,7.8,0.0,3.6,36.0,22.6,26.5,30.4,24.6,6.3
3185,55.3,7.5,0.0,3.7,57.0,22.9,26.6,30.4,25.6,7.2
3186,61.1,7.4,0.0,3.6,56.0,23.0,26.7,30.4,25.3,7.4
3187,64.2,6.8,0.0,3.5,56.0,23.1,26.5,29.9,25.0,7.9
3188,58.4,7.1,0.0,3.7,74.0,23.2,26.7,30.3,25.9,8.6
3189,63.8,6.8,0.0,3.5,74.0,23.2,26.6,30.0,25.8,9.0
3190,76.0,7.3,22.97,0.6,39.0,-2.0,1.7,5.4,5.6,8.09
3191,78.1,7.0,20.27,0.6,37.6,-0.9,2.6,6.1,6.1,8.99
3192,78.0,7.2,18.71,0.7,44.1,-0.3,3.3,6.9,6.4,9.74
3193,72.9,6.7,18.19,0.7,53.6,-0.1,3.3,6.7,6.3,10.47
3194,74.7,6.8,18.98,0.7,60.0,-0.4,3.0,6.4,6.2,11.14
3195,75.1,6.8,18.19,0.7,83.1,-0.1,3.3,6.7,6.2,14.53
3196,75.2,6.1,24.49,0.7,70.6,-3.3,-0.2,2.9,4.6,14.86
3197,76.4,6.1,24.26,0.7,65.9,-3.1,0.0,3.1,4.7,15.35
3198,76.4,5.7,23.56,0.7,71.2,-2.5,0.4,3.3,4.7,15.22
3199,75.0,5.6,22.01,0.9,69.2,-1.6,1.2,4.0,4.6,15.41
3200,76.2,5.2,9.77,1.1,78.8,3.1,5.7,8.3,6.2,15.84
3201,68.3,6.9,9.03,1.2,168.2,3.4,6.8,10.3,6.0,11.2
3202,65.2,9.3,29.37,0.6,89.4,-8.8,-4.1,0.6,3.3,8.7
3203,66.4,9.8,30.78,0.5,62.8,-12.1,-7.2,-2.3,2.7,8.37
3204,68.9,9.6,30.84,0.4,37.8,-12.4,-7.6,-2.8,2.8,8.85
3205,72.3,9.9,30.93,0.4,36.4,-12.9,-7.9,-3.0,2.6,9.31
3206,74.7,8.9,29.49,0.4,38.4,-9.0,-4.5,-0.1,3.6,9.07
3207,75.9,7.7,25.36,0.6,32.5,-4.1,-0.2,3.7,4.8,8.09
3208,72.7,6.9,22.25,0.8,45.2,-1.7,1.8,5.3,5.2,8.97
3209,74.9,6.9,18.19,0.7,40.2,-0.1,3.4,6.9,6.4,9.76
3210,78.4,6.8,18.19,0.7,48.0,-0.1,3.3,6.7,6.4,11.23
3211,73.9,7.5,17.13,0.7,54.4,0.3,4.0,7.8,6.8,12.59
3212,72.7,6.9,15.26,0.8,50.1,1.0,4.4,7.9,7.0,13.2
3213,74.5,6.4,12.6,0.9,65.4,2.0,5.2,8.4,7.2,13.43
3214,75.4,6.1,9.77,0.9,81.2,3.1,6.1,9.2,7.6,14.43
3215,75.4,6.3,13.12,0.8,73.8,1.8,4.9,8.1,6.3,14.41
3216,69.7,5.6,21.02,0.6,94.4,-1.2,1.6,4.4,5.4,13.1
3217,72.3,6.3,24.26,0.6,78.5,-3.1,0.1,3.3,4.9,13.48
3218,74.8,6.2,25.15,0.6,56.6,-3.9,-0.8,2.3,4.5,13.84
3219,76.1,6.0,25.88,0.6,45.6,-4.6,-1.6,1.4,4.1,14.46
3220,74.9,5.6,25.15,0.6,56.8,-3.9,-1.1,1.7,4.2,15.24
3221,74.4,5.9,24.15,0.7,54.4,-3.0,0.0,3.0,4.4,15.38
3222,74.3,6.0,19.75,0.8,57.4,-0.7,2.3,5.3,5.1,15.1
3223,74.2,6.1,19.5,0.8,63.7,-0.6,2.5,5.6,5.1,15.05
3224,75.3,6.1,11.81,1.0,74.4,2.3,5.3,8.4,5.9,14.44
3225,73.7,6.2,5.85,1.1,90.8,4.8,7.9,11.0,6.9,14.11
3226,62.8,7.5,20.27,0.8,94.5,-0.9,2.9,6.7,4.9,9.77
3227,62.4,8.3,27.5,0.6,56.7,-6.3,-2.1,2.1,3.6,8.27
3228,60.7,9.9,30.73,0.5,60.2,-11.9,-6.9,-2.0,2.6,8.28
3229,61.6,10.3,31.0,0.4,42.4,-15.0,-9.8,-4.7,2.1,8.81
3230,65.3,10.1,31.0,0.4,35.8,-15.0,-9.9,-4.9,2.2,8.96
3231,67.4,9.8,31.0,0.5,46.0,-15.9,-11.0,-6.1,1.7,9.3
3232,74.8,9.5,30.52,0.4,31.0,-11.2,-6.4,-1.7,3.2,9.2
3233,76.0,8.2,26.87,0.5,30.2,-5.6,-1.5,2.6,4.4,8.08
3234,71.0,6.8,14.99,0.8,46.5,1.1,4.5,7.9,6.8,10.88
3235,73.4,7.2,18.19,0.8,55.2,-0.1,3.5,7.1,6.4,12.05
3236,75.3,6.9,15.26,0.9,66.7,1.0,4.4,7.9,6.7,13.13
3237,77.5,7.2,13.39,0.9,67.2,1.7,5.3,8.9,6.7,14.02
3238,76.5,7.2,20.52,0.7,65.4,-1.0,2.6,6.2,5.6,13.88
3239,74.6,7.7,22.97,0.7,52.1,-2.0,1.9,5.8,5.4,13.86
3240,72.9,7.1,25.57,0.7,59.6,-4.3,-0.7,2.9,4.3,12.89
3241,71.6,6.7,25.04,0.6,70.8,-3.8,-0.4,3.0,4.5,12.77
3242,73.4,6.8,26.58,0.6,69.1,-5.3,-1.9,1.5,3.9,13.13
3243,74.5,6.6,26.96,0.6,57.5,-5.7,-2.4,0.9,3.8,13.74
3244,74.3,6.1,25.99,0.6,45.4,-4.7,-1.6,1.5,4.1,14.25
3245,74.3,6.0,25.04,0.6,54.7,-3.8,-0.8,2.2,4.3,14.91
3246,74.3,6.5,23.21,0.6,47.0,-2.2,1.1,4.4,4.9,15.18
3247,74.2,6.7,24.26,0.7,48.2,-3.1,0.3,3.7,4.5,15.71
3248,74.0,6.8,23.56,0.7,51.5,-2.5,0.9,4.3,4.6,15.39
3249,75.1,6.9,23.68,0.8,58.1,-2.6,0.9,4.4,4.4,15.39
3250,74.8,7.3,23.68,0.8,61.9,-2.6,1.1,4.8,4.4,13.55
3251,73.3,8.1,24.82,0.8,63.4,-3.6,0.5,4.6,4.3,13.37
3252,72.8,8.7,25.36,0.7,66.0,-4.1,0.3,4.7,4.2,13.14
3253,71.0,7.9,26.39,0.7,62.7,-5.1,-1.1,2.9,3.7,12.96
3254,69.4,7.9,25.47,0.7,62.7,-4.2,-0.2,3.8,4.0,12.55
3255,66.6,8.2,25.99,0.7,53.1,-4.7,-0.6,3.5,3.8,11.2
3256,63.6,9.0,26.58,0.7,44.4,-5.3,-0.8,3.7,3.8,10.22
3257,62.0,8.8,27.67,0.6,41.0,-6.5,-2.1,2.3,3.7,10.6
3258,60.9,9.0,30.25,0.7,41.2,-10.5,-6.0,-1.5,2.2,9.91
3259,60.5,8.9,30.62,0.8,43.0,-11.5,-7.0,-2.6,1.7,8.73
3260,60.1,8.9,29.18,0.7,35.4,-8.5,-4.0,0.5,2.8,7.67
3261,59.7,9.6,30.45,0.5,35.9,-11.0,-6.2,-1.4,2.8,7.77
3262,59.4,10.1,31.0,0.4,34.4,-13.8,-8.7,-3.7,2.5,8.81
3263,61.6,9.4,30.98,0.4,27.0,-13.5,-8.8,-4.1,2.7,9.03
3264,71.3,9.9,30.95,0.3,28.3,-13.1,-8.1,-3.2,3.1,9.51
3265,67.4,9.4,31.0,0.5,39.1,-14.8,-10.1,-5.4,1.6,10.88
3266,68.5,9.4,30.93,0.5,31.7,-12.9,-8.2,-3.5,2.0,11.9
3267,71.5,7.1,15.26,1.0,75.5,1.0,4.5,8.1,6.5,12.51
3268,73.9,7.2,13.39,1.0,74.2,1.7,5.3,8.9,6.8,13.16
3269,76.6,7.1,12.07,0.9,74.5,2.2,5.7,9.3,7.2,13.22
3270,76.2,7.6,12.07,1.0,84.4,2.2,6.0,9.8,7.2,13.37
3271,75.0,8.0,12.6,0.9,78.0,2.0,6.0,10.0,7.1,12.82
3272,74.3,7.7,17.66,0.9,86.9,0.1,3.9,7.8,6.1,12.94
3273,75.9,7.3,17.66,0.8,59.6,0.1,3.7,7.4,6.1,12.83
3274,77.3,7.3,20.77,0.7,52.2,-1.1,2.6,6.3,5.7,12.85
3275,76.4,7.2,23.45,0.7,51.1,-2.4,1.2,4.8,5.0,13.05
3276,74.2,7.4,24.6,0.7,49.0,-3.4,0.3,4.0,4.6,12.74
3277,73.3,7.4,24.71,0.6,49.9,-3.5,0.2,3.9,4.7,12.54
3278,74.9,7.7,24.93,0.7,55.6,-3.7,0.2,4.1,4.6,12.33
3279,74.2,7.3,25.78,0.7,56.2,-4.5,-0.8,2.9,4.2,12.79
3280,75.4,6.9,26.39,0.6,50.3,-5.1,-1.6,1.9,4.0,13.36
3281,77.9,6.5,24.37,0.6,48.3,-3.2,0.1,3.4,4.7,13.72
3282,74.2,6.5,23.68,0.6,48.0,-2.6,0.7,4.0,4.7,14.59
3283,74.2,7.0,24.26,0.7,53.8,-3.1,0.4,3.9,4.6,15.45
3284,72.2,7.4,25.25,0.6,56.8,-4.0,-0.3,3.4,4.3,15.86
3285,73.2,7.5,24.93,0.7,53.9,-3.7,0.1,3.9,4.4,15.36
3286,74.1,7.3,25.25,0.7,54.4,-4.0,-0.3,3.4,4.3,14.96
3287,74.1,7.4,25.88,0.7,51.5,-4.6,-0.9,2.8,4.0,13.2
3288,72.6,8.2,27.5,0.7,49.6,-6.3,-2.2,1.9,3.6,12.88
3289,70.7,8.3,28.17,0.7,48.1,-7.1,-2.9,1.3,3.3,12.84
3290,71.3,7.5,26.77,0.6,53.2,-5.5,-1.7,2.1,3.7,12.95
3291,68.5,8.1,28.17,0.7,47.1,-7.1,-3.0,1.1,3.0,12.26
3292,65.6,8.4,26.96,0.7,40.4,-5.7,-1.5,2.7,3.7,11.27
3293,62.7,9.5,28.48,0.6,31.3,-7.5,-2.7,2.1,3.5,11.33
3294,61.4,10.0,30.45,0.7,37.7,-11.0,-6.0,-1.0,2.3,10.99
3295,61.0,8.7,30.8,0.7,40.3,-12.2,-7.8,-3.5,1.5,10.73
3296,60.6,8.5,30.52,0.7,32.3,-11.2,-6.9,-2.7,2.0,9.97
3297,60.2,8.7,30.03,0.6,29.1,-10.0,-5.6,-1.3,2.6,8.95
3298,61.0,9.2,30.12,0.5,27.1,-10.2,-5.6,-1.0,3.0,8.7
3299,60.5,9.6,30.68,0.5,31.8,-11.7,-6.9,-2.1,2.9,9.11
3300,61.4,9.3,30.98,0.4,33.8,-13.4,-8.7,-4.1,2.5,9.25
3301,66.9,9.1,30.17,0.4,23.8,-10.3,-5.7,-1.2,3.6,8.79
3302,69.3,8.8,29.43,0.4,20.5,-8.9,-4.5,-0.1,3.6,8.61
3303,65.2,9.1,30.49,0.5,24.3,-11.1,-6.5,-2.0,2.5,10.53
3304,69.3,5.9,6.49,1.3,74.6,4.5,7.4,10.4,7.9,11.46
3305,69.6,7.5,12.6,1.1,86.7,2.0,5.7,9.5,6.9,12.14
3306,70.8,7.3,14.45,1.0,88.3,1.3,4.9,8.6,6.5,12.42
3307,73.5,7.7,13.92,0.8,76.8,1.5,5.3,9.2,7.1,12.42
3308,72.5,7.8,16.59,0.8,77.2,0.5,4.4,8.3,6.5,12.34
3309,71.8,8.2,18.45,0.8,77.7,-0.2,3.9,8.0,6.1,12.15
3310,73.4,8.5,22.49,0.8,88.3,-1.8,2.5,6.8,5.5,11.95
3311,75.0,8.1,24.15,0.7,79.8,-3.0,1.1,5.2,5.0,12.45
3312,76.6,8.0,24.15,0.7,50.0,-3.0,1.0,5.0,5.1,12.31
3313,76.8,7.5,23.68,0.7,40.5,-2.6,1.2,5.0,5.1,12.26
3314,73.4,7.2,23.68,0.7,42.4,-2.6,1.0,4.6,4.9,11.79
3315,73.5,7.0,22.49,0.7,38.8,-1.8,1.7,5.2,5.2,11.51
3316,74.3,7.7,23.68,0.7,40.7,-2.6,1.3,5.2,5.1,11.94
3317,72.1,7.3,24.6,0.7,45.5,-3.4,0.3,4.0,4.7,11.66
3318,75.7,6.9,24.49,0.7,48.9,-3.3,0.2,3.7,4.7,11.85
3319,75.7,6.3,23.45,0.7,52.7,-2.4,0.8,4.0,4.9,13.02
3320,73.1,6.6,22.73,0.7,52.2,-1.9,1.4,4.7,5.0,14.1
3321,71.9,7.0,23.91,0.7,63.7,-2.8,0.7,4.2,4.8,15.36
3322,71.2,7.8,25.36,0.7,59.9,-4.1,-0.2,3.7,4.4,15.79
3323,70.9,8.1,26.68,0.6,60.1,-5.4,-1.3,2.8,4.1,14.84
3324,72.3,7.9,27.41,0.6,54.9,-6.2,-2.2,1.8,3.8,13.67
3325,72.1,7.2,27.23,0.6,51.6,-6.0,-2.4,1.2,3.8,13.1
3326,71.6,7.9,28.17,0.6,45.7,-7.1,-3.1,0.9,3.6,12.51
3327,70.9,8.0,28.09,0.6,43.5,-7.0,-3.0,1.0,3.5,12.05
3328,70.2,7.4,27.05,0.7,48.3,-5.8,-2.1,1.6,3.7,12.12
3329,68.7,7.7,28.09,0.6,52.5,-7.0,-3.1,0.8,3.3,12.09
3330,65.9,8.8,29.18,0.6,54.0,-8.5,-4.1,0.3,3.0,12.03
3331,65.4,9.1,29.88,0.6,51.2,-9.7,-5.1,-0.6,2.8,11.54
3332,64.0,9.1,29.37,0.6,48.8,-8.8,-4.2,0.4,3.1,10.82
